lem,val
sissy,negative
sisterhood,"anger,positive,sadness,surprise,trust"
sizzle,anger
skeptical,negative
sketchy,negative
skewed,"anger,anticipation,negative"
skid,"anger,fear,negative,sadness"
skip,negative
skirmish,"anger,negative"
sky,positive
slack,negative
slag,negative
slam,"anger,fear,negative,surprise"
slap,"anger,negative,surprise"
slash,anger
slate,positive
slaughterhouse,"anger,disgust,fear,negative,sadness"
slave,"anger,fear,negative,sadness"
slavery,"anger,disgust,fear,negative,sadness"
slay,"anger,negative"
slayer,"anger,disgust,fear,negative,sadness,surprise"
sleek,positive
sleet,negative
slender,positive
slim,positive
slime,disgust
slimy,"disgust,negative"
slink,negative
slip,"negative,surprise"
slop,"disgust,negative"
sloppy,"disgust,negative"
sloth,"disgust,negative"
slouch,negative
slough,negative
slowness,negative
sludge,"disgust,negative"
slug,"disgust,negative"
sluggish,"negative,sadness"
slum,"disgust,negative"
slump,"negative,sadness"
slur,"anger,disgust,negative,sadness"
slush,"disgust,negative,surprise"
slut,"anger,disgust,negative"
sly,"anger,disgust,fear,negative"
smack,"anger,negative"
small,negative
smatter,negative
smirk,negative
smite,"anger,fear,negative,sadness"
smith,trust
smite,positive
smoker,negative
smoothness,positive
smother,"anger,negative"
smudge,negative
smug,negative
smuggler,"anger,disgust,fear,negative"
smut,"disgust,fear,negative"
snake,"disgust,fear,negative"
snare,"fear,negative"
sneer,"anger,disgust,negative"
sneeze,"disgust,negative,surprise"
snicker,positive
snide,negative
snob,negative
snort,sadness
soak,negative
sob,"negative,sadness"
sobriety,"positive,trust"
sociable,positive
socialism,"disgust,fear"
socialist,"anger,disgust,fear,negative,sadness"
solace,positive
soldier,"anger,positive,sadness"
solidarity,trust
solution,positive
solvency,positive
somatic,"negative,surprise"
somber,"negative,sadness"
sonar,"anticipation,positive"
sonata,positive
sonnet,"joy,positive,sadness"
sonorous,"joy,positive"
soot,"disgust,negative"
sorcery,"anticipation,fear,negative,surprise"
sordid,"anger,disgust,fear,negative,sadness"
sorter,positive
sortie,"fear,negative"
soulless,"disgust,fear,negative,sadness"
soulmate,"fear,negative"
soundness,"anticipation,joy,positive,trust"
soup,positive
sour,"disgust,negative"
sovereign,trust
spa,"anticipation,joy,positive,surprise,trust"
spacious,positive
spaniel,"joy,positive,trust"
sparkle,"anticipation,joy,positive,surprise"
spasm,"fear,negative"
spit,"anger,negative"
spear,"anger,anticipation,fear,negative"
specialist,trust
specie,positive
speck,"disgust,negative"
spectacle,"negative,positive"
spectacular,"anticipation,surprise"
specter,"fear,negative,sadness"
spectral,negative
speech,positive
speedy,positive
spelling,positive
spend,negative
spew,disgust
spice,positive
spider,"disgust,fear"
spike,fear
spine,"anger,negative,positive"
spinster,"fear,negative,sadness"
spit,disgust
splash,surprise
splendid,"joy,positive,surprise"
splendor,"anticipation,joy,positive,surprise"
splinter,negative
spoil,"disgust,negative"
spoiler,"negative,sadness"
speak,negative
spokesman,trust
sponge,negative
sponsor,"positive,trust"
spook,"fear,negative"
spotless,"positive,trust"
spouse,"joy,positive,trust"
sprain,"negative,sadness"
spree,negative
sprite,"fear,negative"
spruce,positive
spur,fear
spurious,"disgust,negative"
squall,"fear,negative,sadness"
squatter,negative
squeamish,"disgust,fear,negative"
squelch,"anger,disgust,negative"
squirm,"disgust,negative"
stab,"anger,fear,negative,sadness,surprise"
stable,"positive,trust"
staccato,positive
stagnant,"negative,sadness"
stain,"disgust,negative"
stainless,positive
stale,negative
stalemate,"anger,disgust"
stalk,"fear,negative"
stall,disgust
stallion,positive
stalwart,positive
stamina,"positive,trust"
stand,positive
standoff,"anger,fear,negative"
standstill,"anger,negative"
star,"anticipation,joy,positive,trust"
stare,negative
stark,"negative,trust"
starlight,positive
starry,"anticipation,joy,positive"
start,anticipation
starvation,"fear,negative,sadness"
stately,positive
statement,"positive,trust"
stationary,negative
statistical,trust
staunch,positive
stave,negative
steadfast,"positive,trust"
steady,"surprise,trust"
stealth,surprise
stealthily,surprise
stealthy,"anticipation,fear,negative,surprise"
stellar,positive
sterling,"anger,anticipation,joy,negative,positive,trust"
stern,negative
steward,"positive,trust"
sticky,disgust
stigma,"anger,disgust,fear,negative,sadness"
stillborn,"negative,sadness"
stillness,"fear,positive,sadness"
stingy,"anger,disgust,fear,negative,sadness"
stint,"fear,negative,sadness"
stock,negative
steal,"anger,negative"
stomach,disgust
stool,"disgust,negative"
stoppage,negative
store,"anticipation,positive"
stormy,"fear,negative"
straightforward,"positive,trust"
strain,"anger,negative"
strait,"fear,negative"
strand,negative
strange,"fear,negative"
strangle,"anger,disgust,fear,negative,sadness,surprise"
strategic,positive
strategist,"anticipation,positive,trust"
stray,negative
strength,"positive,trust"
stress,negative
stretcher,"fear,sadness"
stricken,sadness
strife,"anger,negative"
strikingly,positive
stripe,negative
strive,anticipation
stroke,"fear,negative,sadness"
strongly,positive
struggle,"anger,fear,negative,sadness"
strut,negative
stud,positive
study,positive
stuffy,negative
stumble,negative
stun,"fear,negative,surprise"
stunted,negative
stupor,negative
sturdy,positive
sty,"disgust,negative"
subdue,negative
subito,surprise
subjugation,"anger,disgust,fear,negative,sadness"
sublimation,"joy,positive"
submit,anticipation
subordinate,"fear,negative"
subpoena,negative
subscribe,anticipation
subsidence,"negative,sadness"
subsidy,"anger,disgust,negative"
subsist,negative
substance,positive
substantiate,trust
substantive,positive
subtract,negative
subvert,"disgust,fear,negative,sadness"
succinct,positive
succulent,"negative,positive"
succumb,negative
suck,negative
sucker,"anger,negative"
sudden,surprise
suddenly,surprise
sue,"anger,negative,sadness"
sufficiency,positive
sugar,positive
suggest,trust
suitable,positive
sullen,"anger,negative,sadness"
sultan,fear
sultry,positive
summon,negative
sump,disgust
sun,"anticipation,joy,positive,surprise,trust"
sundial,"anticipation,trust"
sink,"disgust,fear,negative,sadness"
sunny,"anticipation,joy,positive,surprise"
sunset,"anticipation,positive"
sunshine,"joy,positive"
superb,positive
superficial,negative
superfluous,negative
superhuman,positive
superman,"joy,positive,trust"
superstar,"joy,positive,trust"
superstition,"fear,negative,positive"
superstitious,"anticipation,fear,negative"
supplication,"positive,trust"
supremacy,"anger,anticipation,fear,joy,negative,positive,surprise,trust"
surcharge,"anger,negative"
surety,"positive,trust"
surge,surprise
surgery,"fear,sadness"
surly,"anger,disgust,negative"
surmise,positive
surpass,positive
surprisingly,"anticipation,surprise"
surrogate,trust
surround,"anticipation,negative,positive"
surveillance,fear
survey,positive
survive,positive
susceptible,negative
suspect,"fear,negative"
suspicion,"fear,negative"
suspicious,"anger,anticipation,negative"
swab,negative
swamp,"disgust,fear,negative"
swampy,"disgust,fear,negative"
swarm,disgust
swastika,"anger,fear,negative"
swear,"positive,trust"
sweat,fear
sweetheart,"anticipation,joy,positive,sadness,trust"
sweetie,positive
swell,"fear,negative"
swerve,"fear,surprise"
swift,positive
swig,"disgust,negative"
swim,"anticipation,fear,joy,positive"
swine,"disgust,negative"
swollen,negative
symbolic,positive
symmetrical,positive
symmetry,"joy,positive,trust"
sympathetic,"fear,joy,positive,sadness,trust"
sympathize,sadness
sympathy,"positive,sadness"
symphony,"anticipation,joy,positive"
symptom,negative
synchronize,"anticipation,joy,positive,surprise,trust"
syncope,"fear,negative,sadness,surprise"
synergistic,"positive,trust"
synod,"positive,trust"
synonymous,"fear,negative,positive,trust"
syringe,fear
system,trust
taboo,"disgust,fear,negative"
tabulate,anticipation
tackle,"anger,surprise"
tact,positive
tactic,"fear,trust"
taint,"negative,sadness"
tale,positive
talent,positive
talisman,positive
talk,positive
talon,"anger,fear,negative"
tandem,trust
tangle,negative
tan,positive
tantalize,"anticipation,joy,negative,positive,surprise"
tantamount,trust
tariff,"anger,disgust,negative"
tarnish,"disgust,negative,sadness"
tarry,negative
task,positive
tasteful,positive
tasteless,"disgust,negative"
tasty,positive
teach,trust
taunt,"anger,fear,negative,sadness"
tawny,disgust
tax,"negative,sadness"
teach,"joy,positive,surprise,trust"
teacher,"positive,trust"
team,trust
tearful,"disgust,fear,sadness"
technology,positive
tedious,negative
tedium,negative
teem,disgust
teen,"negative,positive"
tempest,"anger,anticipation,fear,negative,sadness,surprise"
temptation,negative
tenable,positive
tenacious,positive
tenacity,positive
tenancy,positive
tenant,positive
tenement,negative
tension,anger
termite,"disgust,negative"
terrific,sadness
terrorist,"anger,disgust,fear,negative,sadness,surprise"
testament,"anticipation,trust"
testimony,trust
tetanus,"disgust,negative"
tether,negative
thankful,"joy,positive"
thanksgiving,"joy,positive"
theft,"anger,disgust,fear,negative,sadness"
theism,"disgust,negative"
theocratic,"anger,fear,negative,sadness,trust"
theorem,trust
theoretical,positive
theory,"anticipation,trust"
thermocouple,anticipation
thermometer,trust
thief,"anger,disgust,fear,negative,sadness,surprise"
thinker,positive
thirst,"anticipation,sadness,surprise"
thirsty,negative
thirteenth,fear
thorn,negative
thorny,"fear,negative"
thoroughbred,positive
thoughtless,"anger,disgust,negative"
thrash,"anger,disgust,fear,negative,sadness"
threat,"anger,fear,negative"
thresh,"anger,fear,negative,sadness"
thrift,"disgust,positive,trust"
thrive,"anticipation,joy,positive"
throb,"fear,negative,sadness"
throne,"positive,trust"
throttle,"anger,negative"
thug,"anger,disgust,fear,negative"
thunder,"anger,fear,negative"
thwart,"negative,surprise"
tickle,"anticipation,joy,positive,surprise,trust"
tiff,"anger,negative"
tighten,anger
tile,positive
tinsel,"joy,positive"
tipsy,negative
tirade,"anger,disgust,negative"
tiresome,negative
tit,negative
title,"positive,trust"
toad,"disgust,negative"
toast,"joy,positive"
tobacco,negative
toilet,"disgust,negative"
toil,negative
tomb,sadness
tomorrow,anticipation
toothache,"fear,negative"
top,"anticipation,positive,trust"
topple,surprise
torment,"anger,fear,negative,sadness"
tear,negative
tornado,fear
torpedo,"anger,negative"
torrent,fear
torrid,negative
tort,negative
tortious,"anger,disgust,negative"
torture,"anger,anticipation,disgust,fear,negative,sadness"
touch,negative
touchy,"anger,negative,sadness"
toxic,"disgust,negative"
toxin,"fear,negative"
track,anticipation
tract,fear
trade,trust
traditional,positive
tragedy,"fear,negative,sadness"
tragic,negative
trainer,trust
traitor,"anger,disgust,fear,negative,sadness"
tramp,"disgust,fear,negative,sadness"
trance,negative
transaction,trust
transcript,trust
transgression,negative
transitional,anticipation
translation,trust
trash,"disgust,negative,sadness"
trashy,"disgust,negative"
traumatic,"anger,fear,negative,sadness"
travail,negative
travel,positive
travesty,"disgust,fear,negative,sadness"
treacherous,"anger,disgust,fear,negative"
treachery,"anger,fear,negative,sadness,surprise"
treadmill,anticipation
treason,"anger,disgust,fear,negative,surprise"
treat,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust"
tree,"anger,anticipation,disgust,joy,positive,surprise,trust"
trembling,"fear,negative"
tremendously,positive
tremor,"anger,anticipation,fear,negative,sadness"
trend,positive
trendy,positive
trepidation,"anticipation,fear,negative,surprise"
trespass,"anger,negative"
tribe,trust
tribulation,"fear,negative,sadness"
tributary,"anticipation,positive"
tribute,positive
trick,"negative,surprise"
trickery,"anger,disgust,fear,negative,sadness,surprise"
trifle,negative
trig,positive
triumph,"anticipation,joy,positive"
triumphant,"anticipation,joy,positive,trust"
troll,"anger,fear,negative"
trophy,"anticipation,joy,positive,surprise,trust"
troublesome,"anger,fear,negative"
truce,"joy,positive,trust"
truck,trust
true,"joy,positive,trust"
trump,surprise
trumpet,negative
truss,trust
trusty,positive
tumble,negative
tumor,"fear,negative"
tumour,"fear,negative,sadness"
tumult,"anger,fear,negative,surprise"
tumultuous,"anger,fear,negative"
turmoil,"anger,fear,negative,sadness"
tussle,anger
tutelage,"positive,trust"
tutor,positive
twin,positive
twinkle,"anticipation,joy,positive"
twitch,negative
typhoon,"fear,negative"
tyrannical,"anger,disgust,fear,negative"
tyranny,"fear,negative,sadness"
tyrant,"anger,disgust,fear,negative,sadness"
ulcer,"anger,disgust,fear,negative,sadness"
ulterior,negative
ultimatum,"anger,fear,negative"
umpire,"positive,trust"
unable,"negative,sadness"
unacceptable,"negative,sadness"
unaccountable,"anticipation,disgust,negative,sadness,trust"
unacknowledged,sadness
unanticipated,surprise
unapproved,negative
unassuming,positive
unattached,negative
unattainable,"anger,negative,sadness"
unattractive,"disgust,negative,sadness"
unauthorized,negative
unavoidable,negative
unaware,negative
unbearable,"disgust,negative,sadness"
unbeaten,"anticipation,joy,negative,positive,sadness,surprise"
unbelief,negative
unbelievable,negative
unbiased,positive
unborn,negative
unbreakable,positive
unbridled,"anger,anticipation,fear,negative,positive,surprise"
unbroken,"positive,trust"
uncanny,"fear,negative,surprise"
uncaring,"anger,disgust,negative,sadness"
uncertain,"anger,disgust,fear,negative,surprise"
unchangeable,negative
unclean,"disgust,negative"
uncomfortable,negative
unconscionable,"disgust,negative"
unconscious,negative
unconstitutional,negative
unconstrained,"joy,positive"
uncover,surprise
undecided,"anticipation,fear,negative"
underestimate,surprise
underline,positive
undermine,negative
underpaid,"anger,negative,sadness"
undersized,negative
understand,"positive,trust"
underwrite,"positive,trust"
undisclose,anticipation
undiscovered,surprise
undivided,positive
undo,negative
undoubted,"anticipation,disgust"
undying,"anticipation,joy,positive,sadness,trust"
uneducated,"negative,sadness"
unemployed,"fear,negative,sadness"
unequal,"anger,disgust,fear,negative,sadness"
uneven,negative
unexpected,"anticipation,fear,joy,negative,positive,surprise"
unexpectedly,surprise
unexplained,"anticipation,negative,sadness"
unfaithful,"disgust,negative"
unfavorable,"disgust,negative,sadness"
unfinishe,negative
unfold,"anticipation,positive"
unforeseen,surprise
unforgiving,"anger,negative,sadness"
unfortunate,"negative,sadness"
unfriendly,"anger,disgust,fear,negative,sadness"
unfulfilled,"anger,anticipation,negative,sadness,surprise"
unfurnished,negative
ungodly,"negative,sadness"
ungrateful,"anger,disgust,negative"
unguarded,surprise
unhealthy,"disgust,fear,negative,sadness"
unholy,"fear,negative"
unification,"anticipation,joy,positive,trust"
uniformly,positive
unimaginable,"negative,positive,surprise"
unimportant,"negative,sadness"
unimpressed,negative
unimproved,negative
uninfected,positive
uninformed,negative
uninitiated,negative
uninspired,"negative,sadness"
unintelligible,negative
unintended,surprise
uninvited,sadness
unique,"positive,surprise"
unison,positive
unitary,positive
united,"positive,trust"
unity,"positive,trust"
university,"anticipation,positive"
unjust,"anger,negative"
unkind,"anger,disgust,fear,negative,sadness"
unknown,"anticipation,fear,negative"
unlawful,"anger,disgust,fear,negative,sadness"
unlicensed,negative
unlimited,positive
unlucky,"anger,disgust,fear,negative,sadness"
unmanageable,"disgust,negative"
unnatural,"disgust,fear,negative"
unofficial,negative
unpaid,"anger,negative,sadness"
unpleasant,"disgust,negative,sadness"
unpopular,"disgust,negative,sadness"
unprecedented,surprise
unpredictable,"negative,surprise"
unprepared,negative
unpretentious,positive
unproductive,negative
unprofitable,negative
unprotected,negative
unpublished,"anticipation,negative,sadness"
unreliable,"negative,trust"
unrequite,"negative,sadness"
unresolved,anticipation
unrest,"fear,sadness"
unruly,"anger,disgust,fear,negative"
unsafe,"fear,negative"
unsatisfactory,"disgust,negative"
unsatisfied,"disgust,negative,sadness"
unsavory,negative
unscathed,positive
unscrupulous,negative
unseat,sadness
unselfish,positive
unsettled,"anger,disgust,fear,negative"
unsightly,"disgust,negative"
unsophisticated,negative
unspeakable,"fear,negative"
unstable,"fear,negative,surprise"
unsteady,fear
unsuccessful,"negative,sadness"
unsuitable,negative
unsung,negative
unsupported,negative
unsurpasse,"anticipation,fear,joy,positive,trust"
unsuspecting,surprise
unsustainable,negative
unsympathetic,"anger,negative"
untamed,negative
untenable,negative
unthinkable,"anger,disgust,fear,negative"
untidy,"disgust,negative"
untie,"joy,negative,positive"
untimely,negative
untitled,"negative,sadness"
untold,"anticipation,negative"
untoward,"anger,disgust,negative"
untrained,negative
untrue,negative
untrustworthy,"anger,negative"
unverified,anticipation
unwarranted,negative
unwashed,"disgust,negative"
unwavere,"positive,trust"
unwelcome,"negative,sadness"
unwell,"negative,sadness"
unwillingness,negative
unwise,negative
unwitting,negative
unworthy,"disgust,negative"
unyielding,negative
upheaval,"anger,fear,negative,sadness"
uphill,"anticipation,fear,negative,positive"
uplift,"anticipation,joy,positive,trust"
upright,"positive,trust"
uprising,"anger,anticipation,fear,negative"
uproar,negative
upset,"anger,negative,sadness"
urchin,negative
urgency,"anticipation,fear,surprise"
urgent,"anticipation,fear,negative,surprise"
urn,sadness
usefulness,positive
useless,negative
usher,"positive,trust"
usual,"positive,trust"
usury,negative
utility,positive
utopian,"anticipation,joy,positive,trust"
vacancy,negative
vacation,"anticipation,joy,positive"
vaccine,positive
vacuous,"disgust,negative"
vainly,"disgust,negative,sadness"
valiant,positive
validity,fear
valor,"positive,trust"
valuable,positive
vampire,"anger,disgust,fear,negative"
vanguard,positive
vanity,negative
vanquish,positive
variable,surprise
varicella,"disgust,fear,negative,sadness"
varicose,negative
veal,"sadness,trust"
veer,"fear,surprise"
vegetative,"disgust,negative,sadness"
vehement,"anger,fear,negative"
velvet,positive
velvety,positive
vendetta,"anger,fear,negative,sadness"
vengeance,"anger,negative"
vengeful,"anger,fear,negative"
vent,anger
veracity,"anticipation,joy,positive,surprise,trust"
verbosity,negative
verdant,positive
verdict,fear
verge,"anticipation,fear,negative"
verification,"positive,trust"
verify,"positive,trust"
verily,"positive,trust"
veritable,positive
vermin,"anger,disgust,fear,negative"
vernal,"joy,positive"
versus,"anger,negative"
vertigo,"fear,negative"
verve,positive
vesicular,disgust
veteran,"positive,trust"
veto,"anger,negative"
vicar,"positive,trust"
vice,negative
vicious,"anger,disgust,negative"
victor,"joy,positive"
villager,"positive,trust"
vindictive,"anger,disgust,negative"
violation,"anger,fear,negative,sadness,surprise"
violence,"anger,fear,negative,sadness"
viper,"fear,negative"
virtue,"positive,trust"
virtuous,"joy,positive,trust"
virulence,"anger,fear,negative"
virus,negative
vision,"anticipation,positive"
visionary,"anticipation,joy,positive,trust"
visitor,"anticipation,joy,positive"
visor,"anticipation,surprise"
vivacious,"joy,positive"
vivid,"joy,positive"
vixen,negative
vocabulary,positive
volatility,"anger,anticipation,fear,negative,surprise"
volcano,"fear,negative,surprise"
voluptuous,"anticipation,joy,positive"
voodoo,negative
vote,"anger,anticipation,joy,negative,positive,sadness,surprise,trust"
votive,trust
vouch,"positive,trust"
voucher,trust
vow,"anticipation,joy,positive,trust"
voyage,anticipation
vulnerability,"fear,negative,sadness"
vulture,"disgust,fear,negative"
waffle,"anger,negative,sadness"
wage,"joy,positive"
wail,"fear,negative,sadness"
wait,"anticipation,negative"
wallow,"disgust,negative,sadness"
wan,"fear,negative,sadness"
wane,"negative,sadness"
want,"negative,sadness"
war,"fear,negative"
warden,"anger,fear,negative,trust"
ware,"fear,negative"
warfare,"anger,fear,negative,sadness"
warlike,"anger,fear,negative"
warlock,fear
warranty,"positive,trust"
warrior,"anger,fear,positive"
wart,"disgust,negative"
wary,fear
watchdog,"positive,trust"
watchman,"positive,trust"
waterproof,positive
watery,negative
waver,"fear,negative"
weaken,negative
weakly,"fear,negative,sadness"
weakness,negative
wealth,"joy,positive,trust"
wear,"negative,trust"
wearily,"negative,sadness"
weatherproof,positive
weed,"negative,sadness"
weigh,"anticipation,trust"
weight,"anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust"
weighty,fear
weird,"disgust,negative"
weirdo,"fear,negative"
welcome,"joy,positive"
wen,negative
wench,"anger,disgust,negative"
whack,negative
whim,"anticipation,joy,negative,surprise"
whimper,"fear,sadness"
whimsical,joy
whine,"disgust,negative,sadness"
whip,"anger,negative"
whirlpool,fear
whirlwind,"fear,negative"
whisky,negative
wholesome,"positive,trust"
whore,"disgust,negative"
wicket,positive
widespread,positive
wild,"negative,surprise"
wildcat,negative
wilderness,"anticipation,fear,sadness"
wildfire,"fear,negative,sadness,surprise"
willingly,positive
wimp,"disgust,fear,negative"
wimpy,"anger,disgust,fear,negative,sadness"
wince,"anger,disgust,fear,negative,sadness"
windfall,positive
winner,"anticipation,joy,positive,surprise"
wireless,"anger,anticipation,positive,surprise"
wis,positive
wisdom,"positive,trust"
wise,positive
wishful,anticipation
witch,"anger,disgust,fear,negative"
witchcraft,"anger,fear,negative,sadness"
withdraw,"negative,sadness"
withstand,"anticipation,fear,positive"
witty,"joy,positive"
wizard,"anticipation,positive,surprise"
woe,"disgust,fear,negative,sadness"
woeful,"negative,sadness"
woefully,"disgust,negative,sadness"
womb,positive
wondrous,positive
will,anticipation
wop,anger
work,positive
worm,"anticipation,negative,surprise"
wear,"negative,sadness"
bad,"fear,negative,sadness"
worsen,"disgust,negative,sadness"
worship,"anticipation,fear,joy,positive,trust"
worth,positive
worthless,"anger,disgust,negative,sadness"
worthy,"positive,trust"
wot,"positive,trust"
wound,"anger,fear,negative,sadness"
wrangle,"anger,disgust,fear,negative,sadness"
wrath,"anger,fear,negative"
wreak,"anger,negative"
wrench,negative
wrestling,negative
wring,anger
wrinkle,sadness
writer,positive
wrongdoing,"anger,disgust,negative,sadness"
wrongly,"anger,fear,negative,sadness"
work,negative
wry,negative
xenophobia,"fear,negative"
yearn,"anticipation,joy,negative,positive,trust"
yell,"anger,fear,negative,surprise"
yellow,negative
yelp,"anger,fear,negative,surprise"
young,"anticipation,joy,positive,surprise"
young,positive
youth,"anger,anticipation,fear,joy,positive,surprise"
zany,surprise
zeal,"anticipation,joy,positive,surprise,trust"
zealous,"joy,positive,trust"
zest,"anticipation,joy,positive,trust"
zip,negative
abandonment,"anger,fear,negative,sadness,surprise"
aberration,"disgust,negative"
abomination,"anger,disgust,fear,negative"
abortion,"disgust,fear,negative,sadness"
absent,"negative,sadness"
absolution,"joy,positive,trust"
absurd,negative
abundance,"anticipation,disgust,joy,negative,positive,trust"
acceptable,positive
accident,"fear,negative,sadness,surprise"
accomplish,"joy,positive"
accountability,"positive,trust"
accusation,"anger,disgust,negative"
accurse,"anger,fear,negative,sadness"
ache,"negative,sadness"
achievement,"anticipation,joy,positive,trust"
acquire,"anticipation,positive"
actionable,"anger,disgust,negative"
adapt,positive
admirable,"joy,positive,trust"
adore,"anticipation,joy,positive,trust"
advance,"anticipation,fear,joy,positive,surprise"
advantage,positive
adventure,"anticipation,positive"
adverse,"anger,disgust,fear,negative,sadness"
advisable,"positive,trust"
aesthetic,"joy,positive"
affirm,"positive,trust"
affliction,"disgust,fear,negative,sadness"
aggravate,"anger,negative,sadness"
aggression,"anger,fear,negative"
agile,positive
agitate,"anger,negative"
agree,"positive,trust"
aid,positive
ail,"fear,negative,sadness"
alarm,"fear,negative,surprise"
alertness,"anticipation,fear,positive,surprise"
alienation,"anger,disgust,fear,negative,sadness"
allegation,"anger,negative"
alleviate,positive
allied,"positive,trust"
allure,"anticipation,joy,positive,surprise"
amen,"joy,positive,trust"
amend,positive
amuse,"joy,positive"
angel,"anticipation,joy,positive,surprise,trust"
animate,"joy,positive"
annihilate,"anger,fear,negative,sadness"
annoy,"anger,disgust,negative"
annulment,"negative,sadness"
antagonistic,"anger,disgust,negative"
antiquated,negative
apologize,"positive,sadness,trust"
apprehensive,"anticipation,fear,negative"
approve,"joy,positive,trust"
arbitration,anticipation
argument,"anger,negative"
armament,"anger,fear"
armor,"fear,positive,trust"
arrival,anticipation
arrogant,"anger,disgust,negative"
articulate,positive
artiste,positive
ashe,"negative,sadness"
aspiration,"anticipation,joy,positive,surprise,trust"
assail,"anger,fear,negative,surprise"
assassin,"anger,fear,negative,sadness"
assist,"positive,trust"
associate,"positive,trust"
assurance,"positive,trust"
athlete,positive
atone,"anticipation,joy,positive,trust"
attack,"anger,disgust,fear,negative,sadness,surprise"
attainable,"anticipation,positive"
attendant,"positive,trust"
attentive,"positive,trust"
attenuation,"negative,sadness"
attest,"positive,trust"
attraction,positive
austere,"fear,negative,sadness"
authentic,"joy,positive,trust"
author,"positive,trust"
averse,"anger,disgust,fear,negative"
avoid,"fear,negative"
babble,negative
backwards,"disgust,negative"
bad,"anger,disgust,fear,negative,sadness"
balance,positive
banish,"anger,disgust,fear,negative,sadness"
baptismal,"joy,positive"
barbaric,"anger,disgust,fear,negative"
batter,"anger,fear,negative"
battle,"anger,fear,negative,sadness"
beam,"anticipation,joy,positive"
beautiful,"joy,positive"
beg,"negative,sadness"
believe,"positive,trust"
bereaved,"negative,sadness"
betray,"anger,disgust,negative,sadness,surprise"
bewilder,"fear,negative,surprise"
bias,"anger,negative"
bigoted,"anger,disgust,fear,negative,sadness"
blackness,"fear,negative,sadness"
blessing,"anticipation,joy,positive,surprise,trust"
blight,"disgust,fear,negative,sadness"
blindness,"negative,sadness"
bliss,"joy,positive"
blue,"fear,negative,sadness"
blur,negative
boast,"negative,positive"
bold,positive
bomb,"anger,fear,negative,sadness,surprise"
bombard,"anger,fear,negative"
bore,negative
bother,"anger,negative,sadness"
bounty,"anticipation,joy,positive,trust"
brutal,"anger,fear,negative"
build,positive
bury,"fear,negative,sadness"
buzz,"anticipation,fear,positive"
calculator,"positive,trust"
camouflage,surprise
candid,"anticipation,joy,positive,surprise,trust"
cannibal,"disgust,fear,negative"
captivate,"anticipation,joy,positive,surprise,trust"
careful,positive
cautious,"anticipation,fear,positive,trust"
celebrity,"anger,anticipation,disgust,joy,negative,positive,surprise,trust"
charm,"joy,negative,positive"
cheer,"anticipation,joy,positive,surprise,trust"
civilized,"joy,positive,trust"
clash,"anger,fear,negative"
classic,"joy,positive"
clean,"joy,positive,trust"
cleanliness,positive
clever,positive
cloudiness,"fear,negative"
coexist,"positive,trust"
cohesive,"positive,trust"
coherence,positive
coldness,"anger,disgust,fear,negative,sadness"
combat,"anger,fear,negative"
commandant,"positive,trust"
commemorate,"anticipation,joy,positive,sadness"
commendable,"joy,positive,trust"
committal,"negative,sadness"
communism,"anger,fear,negative,sadness"
commutation,positive
compassion,"fear,positive"
compatibility,positive
competence,"positive,trust"
complete,"anticipation,joy,positive"
complexe,negative
complicate,"anger,negative"
compose,positive
conceal,"anticipation,fear,negative,surprise"
conceit,negative
concord,"positive,trust"
condemnation,"anger,anticipation,disgust,fear,negative,sadness"
confession,"anticipation,fear,negative,sadness,surprise"
confidence,"fear,joy,positive,trust"
confidential,trust
confine,"anger,disgust,fear,negative,sadness"
confirm,"positive,trust"
confiscate,"anger,negative,sadness"
conflict,"anger,fear,negative,sadness"
conformance,positive
confound,negative
confusion,"anger,fear,negative"
conjure,"anticipation,surprise"
conservation,"anticipation,positive,trust"
considerate,"positive,trust"
conspirator,"anger,anticipation,disgust,fear,negative"
constitutional,"positive,trust"
constrain,"fear,negative"
contaminate,"disgust,fear,negative,sadness"
contempt,"anger,disgust,fear,negative"
continue,"anticipation,positive,trust"
contradict,"anger,negative"
controversial,"anger,negative"
convenience,positive
convent,"positive,trust"
conversant,positive
convict,"anger,disgust,fear,negative,sadness"
convince,"anticipation,positive,trust"
cool,positive
cooperate,"positive,trust"
coronation,"joy,positive,trust"
corporation,"positive,trust"
correction,negative
corrosive,"fear,negative"
corroborate,"positive,trust"
corrupt,"anger,disgust,fear,negative,sadness"
courageous,"fear,positive"
coward,"disgust,fear,negative,sadness"
crack,"anger,fear,negative"
cramp,"anticipation,negative"
crap,"disgust,negative"
crave,anticipation
credibility,"positive,trust"
credit,"positive,trust"
creep,negative
cry,"negative,sadness"
criminal,"anger,disgust,fear,negative"
cripple,"fear,negative,sadness"
criticize,"anger,disgust,fear,negative,sadness"
crouch,"fear,negative"
crush,"anger,disgust,fear,negative,sadness"
culpability,negative
cultivate,"anticipation,positive,trust"
curse,"anger,disgust,fear,negative,sadness"
cutter,"fear,negative"
damage,"anger,disgust,negative,sadness"
damn,"anger,disgust,negative"
danger,"fear,negative,sadness"
dare,"anticipation,trust"
darkness,"anger,fear,negative,sadness"
darken,"fear,negative,sadness"
dash,"anger,fear,negative,sadness"
deal,"anticipation,joy,positive,surprise,trust"
decay,"fear,negative,sadness"
